index,plan_name,graph2plan_id,source,source_index
8988,plan_08988,9353,train,4570
8989,plan_08989,9356,train,6990
8990,plan_08990,9357,train,2363
8991,plan_08991,9358,train,2366
8992,plan_08992,9359,test,2000
8993,plan_08993,9360,train,1353
8994,plan_08994,9361,train,8219
8995,plan_08995,9362,test,2140
8996,plan_08996,9363,train,2598
8997,plan_08997,9364,train,12151
8998,plan_08998,9365,train,13915
8999,plan_08999,9366,test,735
9000,plan_09000,9367,train,6272
9001,plan_09001,9368,train,3130
9002,plan_09002,9369,train,4989
9003,plan_09003,9370,train,4569
9004,plan_09004,9371,train,2496
9005,plan_09005,9372,train,493
9006,plan_09006,9374,train,5178
9007,plan_09007,9375,train,6297
9008,plan_09008,9376,train,1417
9009,plan_09009,9377,train,13746
9010,plan_09010,9378,train,8278
9011,plan_09011,9379,test,1304
9012,plan_09012,9380,train,9823
9013,plan_09013,9381,train,4345
9014,plan_09014,9382,train,5734
9015,plan_09015,9383,train,7416
9016,plan_09016,9384,train,4062
9017,plan_09017,9385,train,10704
9018,plan_09018,9386,train,2045
9019,plan_09019,9387,train,7672
9020,plan_09020,9388,train,10922
9021,plan_09021,9389,train,4573
9022,plan_09022,9390,train,10036
9023,plan_09023,9391,test,1121
9024,plan_09024,9392,test,1492
9025,plan_09025,9393,test,1479
9026,plan_09026,9394,train,5752
9027,plan_09027,9395,train,2972
9028,plan_09028,9396,train,10254
9029,plan_09029,9397,train,10334
9030,plan_09030,9398,train,1139
9031,plan_09031,9399,train,5973
9032,plan_09032,9400,train,6239
9033,plan_09033,9401,train,6105
9034,plan_09034,9402,train,9478
9035,plan_09035,9406,train,2948
9036,plan_09036,9407,train,6079
9037,plan_09037,9408,train,1025
9038,plan_09038,9409,train,7859
9039,plan_09039,9410,train,3380
9040,plan_09040,9411,train,13039
9041,plan_09041,9412,train,9265
9042,plan_09042,9413,train,12435
9043,plan_09043,9414,train,5435
9044,plan_09044,9415,train,4400
9045,plan_09045,9416,train,8059
9046,plan_09046,9417,train,306
9047,plan_09047,9418,train,3363
9048,plan_09048,9419,train,997
9049,plan_09049,9420,train,10041
9050,plan_09050,9421,train,9305
9051,plan_09051,9422,test,2068
9052,plan_09052,9423,test,141
9053,plan_09053,9424,test,1540
9054,plan_09054,9425,train,6941
9055,plan_09055,9426,train,3452
9056,plan_09056,9427,train,7474
9057,plan_09057,9428,train,735
9058,plan_09058,9429,train,9954
9059,plan_09059,9430,train,12083
9060,plan_09060,9431,train,2041
9061,plan_09061,9432,test,1842
9062,plan_09062,9433,train,8079
9063,plan_09063,9434,train,12261
9064,plan_09064,9435,test,263
9065,plan_09065,9436,train,2350
9066,plan_09066,9437,train,10756
9067,plan_09067,9438,train,6176
9068,plan_09068,9439,train,10680
9069,plan_09069,9441,train,14086
9070,plan_09070,9442,train,10444
9071,plan_09071,9443,test,907
9072,plan_09072,9444,train,388
9073,plan_09073,9445,test,1796
9074,plan_09074,9446,train,9662
9075,plan_09075,9447,train,9936
9076,plan_09076,9448,train,2706
9077,plan_09077,9449,train,1191
9078,plan_09078,9450,train,1065
9079,plan_09079,9451,train,6489
9080,plan_09080,9452,train,6025
9081,plan_09081,9453,test,2368
9082,plan_09082,9454,train,12237
9083,plan_09083,9455,train,13560
9084,plan_09084,9456,train,1982
9085,plan_09085,9457,train,12880
9086,plan_09086,9458,train,4114
9087,plan_09087,9459,train,69
9088,plan_09088,9460,train,10612
9089,plan_09089,9461,train,10606
9090,plan_09090,9462,train,2367
9091,plan_09091,9463,train,14257
9092,plan_09092,9464,train,11857
9093,plan_09093,9465,test,1401
9094,plan_09094,9466,train,3853
9095,plan_09095,9467,train,11848
9096,plan_09096,9468,train,986
9097,plan_09097,9469,train,14273
9098,plan_09098,9470,train,7496
9099,plan_09099,9471,train,9373
9100,plan_09100,9472,train,10299
9101,plan_09101,9473,train,3597
9102,plan_09102,9474,train,10304
9103,plan_09103,9475,train,14018
9104,plan_09104,9476,train,2555
9105,plan_09105,9477,test,1828
9106,plan_09106,9478,train,4833
9107,plan_09107,9479,test,1975
9108,plan_09108,9480,train,8286
9109,plan_09109,9481,train,13846
9110,plan_09110,9482,train,8599
9111,plan_09111,9483,train,6060
9112,plan_09112,9484,train,11207
9113,plan_09113,9485,train,4731
9114,plan_09114,9486,train,13262
9115,plan_09115,9487,train,4056
9116,plan_09116,9488,train,13757
9117,plan_09117,9489,train,4435
9118,plan_09118,9490,train,1688
9119,plan_09119,9491,train,2689
9120,plan_09120,9492,train,3952
9121,plan_09121,9494,train,12779
9122,plan_09122,9495,train,755
9123,plan_09123,9496,train,12952
9124,plan_09124,9497,train,3813
9125,plan_09125,9498,train,12240
9126,plan_09126,9505,train,5833
9127,plan_09127,9506,train,13553
9128,plan_09128,9507,train,13494
9129,plan_09129,9508,train,1670
9130,plan_09130,9509,train,3677
9131,plan_09131,9510,train,1931
9132,plan_09132,9511,train,10153
9133,plan_09133,9512,train,11804
9134,plan_09134,9513,test,2032
9135,plan_09135,9514,train,10506
9136,plan_09136,9515,train,1003
9137,plan_09137,9516,test,87
9138,plan_09138,9517,train,7630
9139,plan_09139,9518,train,12388
9140,plan_09140,9519,train,14111
9141,plan_09141,9520,test,2132
9142,plan_09142,9521,train,6788
9143,plan_09143,9522,test,769
9144,plan_09144,9523,train,4981
9145,plan_09145,9524,test,588
9146,plan_09146,9525,train,5241
9147,plan_09147,9526,test,1423
9148,plan_09148,9527,train,13512
9149,plan_09149,9528,train,9514
9150,plan_09150,9529,train,1772
9151,plan_09151,9530,train,2394
9152,plan_09152,9531,train,7631
9153,plan_09153,9532,test,2328
9154,plan_09154,9533,test,1994
9155,plan_09155,9534,train,8398
9156,plan_09156,9535,train,12238
9157,plan_09157,9536,train,1217
9158,plan_09158,9537,train,966
9159,plan_09159,9538,train,962
9160,plan_09160,9539,train,10002
9161,plan_09161,9540,test,887
9162,plan_09162,9541,test,2035
9163,plan_09163,9542,train,8077
9164,plan_09164,9543,train,8156
9165,plan_09165,9544,train,10564
9166,plan_09166,9545,test,1071
9167,plan_09167,9546,train,10246
9168,plan_09168,9547,train,4541
9169,plan_09169,9548,train,14175
9170,plan_09170,9549,train,12876
9171,plan_09171,9550,train,4306
9172,plan_09172,9551,train,7402
9173,plan_09173,9552,train,12991
9174,plan_09174,9553,train,6846
9175,plan_09175,9554,train,10018
9176,plan_09176,9555,train,11931
9177,plan_09177,9556,test,1260
9178,plan_09178,9557,train,10700
9179,plan_09179,9558,test,1303
9180,plan_09180,9559,train,4647
9181,plan_09181,9560,train,956
9182,plan_09182,9561,train,14233
9183,plan_09183,9562,train,5818
9184,plan_09184,9563,train,13786
9185,plan_09185,9564,train,4746
9186,plan_09186,9565,train,8244
9187,plan_09187,9566,train,10167
9188,plan_09188,9567,test,1084
9189,plan_09189,9568,train,12882
9190,plan_09190,9569,train,4615
9191,plan_09191,9570,train,7018
9192,plan_09192,9571,train,10787
9193,plan_09193,9572,train,8250
9194,plan_09194,9573,train,7134
9195,plan_09195,9574,test,2453
9196,plan_09196,9575,train,11340
9197,plan_09197,9576,train,14044
9198,plan_09198,9577,train,5479
9199,plan_09199,9578,train,13095
9200,plan_09200,9579,train,1122
9201,plan_09201,9580,train,14041
9202,plan_09202,9581,test,221
9203,plan_09203,9582,train,6229
9204,plan_09204,9583,train,5756
9205,plan_09205,9584,test,2131
9206,plan_09206,9585,train,7505
9207,plan_09207,9586,train,9960
9208,plan_09208,9587,train,7846
9209,plan_09209,9588,train,4363
9210,plan_09210,9589,train,5446
9211,plan_09211,9590,test,555
9212,plan_09212,9591,train,5334
9213,plan_09213,9592,train,4891
9214,plan_09214,9593,train,2447
9215,plan_09215,9594,train,11103
9216,plan_09216,9595,test,420
9217,plan_09217,9596,train,515
9218,plan_09218,9597,train,3733
9219,plan_09219,9598,train,13496
9220,plan_09220,9599,train,14019
9221,plan_09221,9600,train,10181
9222,plan_09222,9601,train,13453
9223,plan_09223,9602,train,11769
9224,plan_09224,9603,test,1454
9225,plan_09225,9604,train,10712
9226,plan_09226,9605,train,7699
9227,plan_09227,9606,train,10357
9228,plan_09228,9607,train,4916
9229,plan_09229,9608,train,2611
9230,plan_09230,9609,train,13248
9231,plan_09231,9610,train,10178
9232,plan_09232,9611,train,2278
9233,plan_09233,9612,train,10382
9234,plan_09234,9613,train,4303
9235,plan_09235,9614,train,12171
9236,plan_09236,9615,train,9800
9237,plan_09237,9616,train,2973
9238,plan_09238,9617,train,6213
9239,plan_09239,9618,train,2412
9240,plan_09240,9619,train,1581
9241,plan_09241,9620,train,13654
9242,plan_09242,9621,test,116
9243,plan_09243,9622,train,7423
9244,plan_09244,9623,train,10668
9245,plan_09245,9624,train,1811
9246,plan_09246,9625,train,3279
9247,plan_09247,9626,train,11702
9248,plan_09248,9627,train,8950
9249,plan_09249,9628,test,1987
9250,plan_09250,9629,train,4046
9251,plan_09251,9630,train,10343
9252,plan_09252,9631,train,7929
9253,plan_09253,9632,train,7492
9254,plan_09254,9633,train,2918
9255,plan_09255,9634,train,11767
9256,plan_09256,9635,test,1250
9257,plan_09257,9636,train,7488
9258,plan_09258,9637,test,2434
9259,plan_09259,9638,train,1261
9260,plan_09260,9639,train,12446
9261,plan_09261,9640,train,4163
9262,plan_09262,9641,test,2210
9263,plan_09263,9642,train,10155
9264,plan_09264,9643,train,455
9265,plan_09265,9644,train,12567
9266,plan_09266,9645,train,1350
9267,plan_09267,9646,train,6159
9268,plan_09268,9647,train,1881
9269,plan_09269,9648,train,8031
9270,plan_09270,9649,train,1420
9271,plan_09271,9650,train,10775
9272,plan_09272,9651,train,7746
9273,plan_09273,9652,train,8700
9274,plan_09274,9653,train,9680
9275,plan_09275,9654,train,8871
9276,plan_09276,9655,train,1554
9277,plan_09277,9656,train,2647
9278,plan_09278,9657,train,12883
9279,plan_09279,9658,train,483
9280,plan_09280,9659,train,3179
9281,plan_09281,9660,train,5643
9282,plan_09282,9661,train,10625
9283,plan_09283,9662,test,4
9284,plan_09284,9663,train,3659
9285,plan_09285,9664,train,8887
9286,plan_09286,9665,train,8689
9287,plan_09287,9666,train,2585
9288,plan_09288,9667,train,2159
9289,plan_09289,9668,train,10997
9290,plan_09290,9669,train,7132
9291,plan_09291,9670,train,4909
9292,plan_09292,9671,train,11194
9293,plan_09293,9672,train,12116
9294,plan_09294,9673,train,12268
9295,plan_09295,9674,train,7090
9296,plan_09296,9675,train,11292
9297,plan_09297,9676,train,3176
9298,plan_09298,9677,train,5044
9299,plan_09299,9678,train,3143
9300,plan_09300,9679,test,390
9301,plan_09301,9680,train,8067
9302,plan_09302,9681,train,13787
9303,plan_09303,9682,train,667
9304,plan_09304,9683,train,1903
9305,plan_09305,9684,test,2307
9306,plan_09306,9686,train,13475
9307,plan_09307,9687,train,7028
9308,plan_09308,9688,train,9301
9309,plan_09309,9689,train,11499
9310,plan_09310,9690,train,13598
9311,plan_09311,9691,test,297
9312,plan_09312,9692,train,5425
9313,plan_09313,9693,train,7125
9314,plan_09314,9695,train,12043
9315,plan_09315,9696,train,2077
9316,plan_09316,9697,train,7142
9317,plan_09317,9698,train,711
9318,plan_09318,9699,train,6628
9319,plan_09319,9700,train,1712
9320,plan_09320,9701,train,8582
9321,plan_09321,9702,train,13340
9322,plan_09322,9703,train,10079
9323,plan_09323,9704,train,11561
9324,plan_09324,9705,train,11929
9325,plan_09325,9706,test,424
9326,plan_09326,9707,test,888
9327,plan_09327,9708,train,8227
9328,plan_09328,9709,train,4755
9329,plan_09329,9710,train,11458
9330,plan_09330,9711,train,3804
9331,plan_09331,9712,train,11813
9332,plan_09332,9713,test,259
9333,plan_09333,9714,train,13105
9334,plan_09334,9715,train,8204
9335,plan_09335,9716,train,1473
9336,plan_09336,9717,train,2896
9337,plan_09337,9718,train,11693
9338,plan_09338,9719,train,4653
9339,plan_09339,9720,train,10692
9340,plan_09340,9721,train,4683
9341,plan_09341,9722,train,8443
9342,plan_09342,9723,train,1416
9343,plan_09343,9724,train,79
9344,plan_09344,9725,train,7786
9345,plan_09345,9726,train,13843
9346,plan_09346,9727,train,4698
9347,plan_09347,9728,train,7671
9348,plan_09348,9729,train,13533
9349,plan_09349,9730,train,12185
9350,plan_09350,9731,train,11168
9351,plan_09351,9732,train,6144
9352,plan_09352,9733,test,1995
9353,plan_09353,9734,test,1117
9354,plan_09354,9735,train,1769
9355,plan_09355,9736,train,10824
9356,plan_09356,9737,train,1480
9357,plan_09357,9738,train,13010
9358,plan_09358,9739,train,5891
9359,plan_09359,9740,train,13087
9360,plan_09360,9741,train,13606
9361,plan_09361,9742,train,14100
9362,plan_09362,9743,train,82
9363,plan_09363,9744,train,1485
9364,plan_09364,9745,train,1432
9365,plan_09365,9746,train,4279
9366,plan_09366,9747,train,9171
9367,plan_09367,9748,train,12538
9368,plan_09368,9749,train,9400
9369,plan_09369,9750,train,11305
9370,plan_09370,9751,train,5882
9371,plan_09371,9752,train,11279
9372,plan_09372,9753,train,5793
9373,plan_09373,9754,train,11750
9374,plan_09374,9755,train,2981
9375,plan_09375,9756,train,7772
9376,plan_09376,9757,train,13504
9377,plan_09377,9758,train,13223
9378,plan_09378,9759,test,526
9379,plan_09379,9760,train,492
9380,plan_09380,9761,train,8293
9381,plan_09381,9762,train,13935
9382,plan_09382,9763,train,11250
9383,plan_09383,9764,train,1585
9384,plan_09384,9765,train,12042
9385,plan_09385,9766,train,9700
9386,plan_09386,9767,train,6713
9387,plan_09387,9768,test,2181
9388,plan_09388,9769,train,10505
9389,plan_09389,9770,train,13933
9390,plan_09390,9771,train,11632
9391,plan_09391,9772,train,141
9392,plan_09392,9773,train,9895
9393,plan_09393,9774,test,2043
9394,plan_09394,9776,train,9465
9395,plan_09395,9777,test,2121
9396,plan_09396,9778,train,7645
9397,plan_09397,9779,train,9349
9398,plan_09398,9780,train,5780
9399,plan_09399,9781,train,9913
9400,plan_09400,9782,train,13333
9401,plan_09401,9783,train,7262
9402,plan_09402,9784,train,4186
9403,plan_09403,9785,train,1904
9404,plan_09404,9786,train,10410
9405,plan_09405,9787,train,10863
9406,plan_09406,9788,train,3286
9407,plan_09407,9789,train,5682
9408,plan_09408,9790,train,8511
9409,plan_09409,9791,test,757
9410,plan_09410,9792,train,8605
9411,plan_09411,9793,train,563
9412,plan_09412,9794,test,684
9413,plan_09413,9795,test,944
9414,plan_09414,9796,train,3145
9415,plan_09415,9797,test,1802
9416,plan_09416,9798,train,8729
9417,plan_09417,9799,train,4935
9418,plan_09418,9800,test,1272
9419,plan_09419,9801,train,11838
9420,plan_09420,9802,train,10929
9421,plan_09421,9803,train,1778
9422,plan_09422,9804,test,600
9423,plan_09423,9805,train,8295
9424,plan_09424,9806,train,4503
9425,plan_09425,9807,train,8573
9426,plan_09426,9808,train,11464
9427,plan_09427,9809,train,10251
9428,plan_09428,9810,test,480
9429,plan_09429,9811,train,6714
9430,plan_09430,9812,train,14437
9431,plan_09431,9813,train,12263
9432,plan_09432,9814,train,8320
9433,plan_09433,9815,train,23
9434,plan_09434,9816,train,5512
9435,plan_09435,9817,train,13727
9436,plan_09436,9818,train,11991
9437,plan_09437,9819,train,10618
9438,plan_09438,9820,train,2584
9439,plan_09439,9821,test,2235
9440,plan_09440,9822,test,1714
9441,plan_09441,9823,train,1722
9442,plan_09442,9824,test,1234
9443,plan_09443,9825,train,2158
9444,plan_09444,9826,train,13959
9445,plan_09445,9827,train,9738
9446,plan_09446,9828,train,777
9447,plan_09447,9829,test,1196
9448,plan_09448,9830,train,2430
9449,plan_09449,9831,train,11945
9450,plan_09450,9832,train,11956
9451,plan_09451,9833,train,10112
9452,plan_09452,9834,train,7055
9453,plan_09453,9835,test,384
9454,plan_09454,9836,train,6698
9455,plan_09455,9837,train,11984
9456,plan_09456,9838,test,2169
9457,plan_09457,9839,train,13883
9458,plan_09458,9840,train,8179
9459,plan_09459,9841,train,1173
9460,plan_09460,9842,train,1902
9461,plan_09461,9843,test,2340
9462,plan_09462,9844,train,11050
9463,plan_09463,9845,train,96
9464,plan_09464,9846,train,6651
9465,plan_09465,9847,train,14282
9466,plan_09466,9848,train,1503
9467,plan_09467,9849,train,3007
9468,plan_09468,9850,train,570
9469,plan_09469,9851,test,1689
9470,plan_09470,9852,train,2466
9471,plan_09471,9853,train,13625
9472,plan_09472,9854,train,9250
9473,plan_09473,9855,train,2821
9474,plan_09474,9856,train,6618
9475,plan_09475,9857,train,7561
9476,plan_09476,9858,train,5981
9477,plan_09477,9859,train,7991
9478,plan_09478,9860,train,11508
9479,plan_09479,9861,train,398
9480,plan_09480,9862,train,12111
9481,plan_09481,9863,train,149
9482,plan_09482,9864,train,2226
9483,plan_09483,9867,train,13228
9484,plan_09484,9868,train,3557
9485,plan_09485,9869,train,13983
9486,plan_09486,9870,train,2898
9487,plan_09487,9871,train,196
9488,plan_09488,9872,train,12071
9489,plan_09489,9873,train,1483
9490,plan_09490,9874,train,13754
9491,plan_09491,9875,train,1534
9492,plan_09492,9876,train,12802
9493,plan_09493,9877,train,1267
9494,plan_09494,9878,train,1841
9495,plan_09495,9879,train,2167
9496,plan_09496,9880,train,5503
9497,plan_09497,9881,train,6644
9498,plan_09498,9882,train,7226
9499,plan_09499,9883,train,2385
9500,plan_09500,9884,train,13154
9501,plan_09501,9885,train,8983
9502,plan_09502,9886,train,1782
9503,plan_09503,9887,train,10904
9504,plan_09504,9888,train,9551
9505,plan_09505,9889,train,4144
9506,plan_09506,9890,test,579
9507,plan_09507,9891,train,9063
9508,plan_09508,9892,train,7822
9509,plan_09509,9893,train,11182
9510,plan_09510,9894,train,4622
9511,plan_09511,9895,test,2197
9512,plan_09512,9896,train,276
9513,plan_09513,9897,train,13626
9514,plan_09514,9898,train,9380
9515,plan_09515,9899,train,14075
9516,plan_09516,9900,train,9342
9517,plan_09517,9901,train,4322
9518,plan_09518,9902,train,10129
9519,plan_09519,9903,train,8712
9520,plan_09520,9904,train,12385
9521,plan_09521,9905,train,5354
9522,plan_09522,9906,train,11842
9523,plan_09523,9907,train,1299
9524,plan_09524,9908,train,5286
9525,plan_09525,9909,train,4104
9526,plan_09526,9910,test,2400
9527,plan_09527,9911,train,635
9528,plan_09528,9912,test,1825
9529,plan_09529,9913,test,882
9530,plan_09530,9914,train,4625
9531,plan_09531,9915,train,5545
9532,plan_09532,9916,train,4685
9533,plan_09533,9917,test,407
9534,plan_09534,9918,train,8022
9535,plan_09535,9919,train,7320
9536,plan_09536,9920,train,10138
9537,plan_09537,9921,train,1992
9538,plan_09538,9922,train,8454
9539,plan_09539,9923,train,2746
9540,plan_09540,9924,train,5916
9541,plan_09541,9925,train,38
9542,plan_09542,9926,train,12019
9543,plan_09543,9927,train,9205
9544,plan_09544,9928,train,10016
9545,plan_09545,9929,train,8501
9546,plan_09546,9930,train,13130
9547,plan_09547,9931,train,257
9548,plan_09548,9932,train,1256
9549,plan_09549,9933,train,4738
9550,plan_09550,9934,test,660
9551,plan_09551,9935,train,11075
9552,plan_09552,9936,train,12488
9553,plan_09553,9937,train,3533
9554,plan_09554,9938,train,2062
9555,plan_09555,9939,train,7002
9556,plan_09556,9940,train,3479
9557,plan_09557,9941,train,11073
9558,plan_09558,9942,train,36
9559,plan_09559,9943,train,8141
9560,plan_09560,9944,train,5288
9561,plan_09561,9945,test,2293
9562,plan_09562,9946,train,111
9563,plan_09563,9947,train,3434
9564,plan_09564,9948,test,1583
9565,plan_09565,9949,test,2440
9566,plan_09566,9950,train,13462
9567,plan_09567,9951,train,9756
9568,plan_09568,9952,train,2842
9569,plan_09569,9953,train,2329
9570,plan_09570,9954,train,10408
9571,plan_09571,9955,train,9442
9572,plan_09572,9956,train,4995
9573,plan_09573,9957,train,4274
9574,plan_09574,9958,train,7124
9575,plan_09575,9959,train,10788
9576,plan_09576,9960,train,9100
9577,plan_09577,9961,test,1801
9578,plan_09578,9962,train,6463
9579,plan_09579,9963,train,14201
9580,plan_09580,9964,train,67
9581,plan_09581,9965,test,2101
9582,plan_09582,9966,train,10547
9583,plan_09583,9967,train,2597
9584,plan_09584,9968,train,4408
9585,plan_09585,9969,test,2296
9586,plan_09586,9970,train,1398
9587,plan_09587,9971,train,2156
9588,plan_09588,9972,test,39
9589,plan_09589,9973,train,8092
9590,plan_09590,9974,train,12288
9591,plan_09591,9975,train,10626
9592,plan_09592,9976,train,11654
9593,plan_09593,9977,train,661
9594,plan_09594,9978,test,438
9595,plan_09595,9979,train,1893
9596,plan_09596,9980,train,6482
9597,plan_09597,9981,train,4549
9598,plan_09598,9982,test,371
9599,plan_09599,9983,train,6888
9600,plan_09600,9984,train,4172
9601,plan_09601,9985,train,3341
9602,plan_09602,9986,train,8669
9603,plan_09603,9987,train,9437
9604,plan_09604,9988,train,7144
9605,plan_09605,9989,train,3614
9606,plan_09606,9990,train,12522
9607,plan_09607,9991,train,11860
9608,plan_09608,9992,train,7451
9609,plan_09609,9993,test,1230
9610,plan_09610,9994,train,13473
9611,plan_09611,9995,train,4291
9612,plan_09612,9996,train,9414
9613,plan_09613,9997,test,163
9614,plan_09614,9998,train,11119
9615,plan_09615,9999,train,5141
9616,plan_09616,10000,test,474
9617,plan_09617,10001,train,1871
9618,plan_09618,10002,train,6374
9619,plan_09619,10003,train,3077
9620,plan_09620,10004,train,645
9621,plan_09621,10005,train,7131
9622,plan_09622,10006,train,11681
9623,plan_09623,10007,train,8271
9624,plan_09624,10008,test,515
9625,plan_09625,10009,train,2764
9626,plan_09626,10010,test,2470
9627,plan_09627,10011,train,2742
9628,plan_09628,10012,train,11184
9629,plan_09629,10013,train,5379
9630,plan_09630,10014,train,10908
9631,plan_09631,10015,train,200
9632,plan_09632,10016,train,353
9633,plan_09633,10017,train,9015
9634,plan_09634,10018,train,3700
9635,plan_09635,10019,train,8188
9636,plan_09636,10020,train,13208
9637,plan_09637,10021,train,1756
9638,plan_09638,10022,train,2999
9639,plan_09639,10023,train,8093
9640,plan_09640,10024,train,6451
9641,plan_09641,10025,train,6727
9642,plan_09642,10026,train,239
9643,plan_09643,10027,train,5830
9644,plan_09644,10028,train,1
9645,plan_09645,10029,train,13618
9646,plan_09646,10030,train,7082
9647,plan_09647,10031,train,5560
9648,plan_09648,10032,train,10571
9649,plan_09649,10033,train,713
9650,plan_09650,10034,train,14311
9651,plan_09651,10035,train,607
9652,plan_09652,10036,test,1172
9653,plan_09653,10037,train,9370
9654,plan_09654,10038,train,12150
9655,plan_09655,10039,test,213
9656,plan_09656,10040,train,3240
9657,plan_09657,10041,train,3198
9658,plan_09658,10042,train,12579
9659,plan_09659,10043,train,13127
9660,plan_09660,10044,train,12109
9661,plan_09661,10045,test,1302
9662,plan_09662,10046,train,12853
9663,plan_09663,10047,train,13751
9664,plan_09664,10048,train,5014
9665,plan_09665,10049,test,149
9666,plan_09666,10050,train,12540
9667,plan_09667,10051,train,7121
9668,plan_09668,10052,train,8744
9669,plan_09669,10053,train,1987
9670,plan_09670,10054,train,10215
9671,plan_09671,10055,train,753
9672,plan_09672,10056,train,9542
9673,plan_09673,10057,test,1705
9674,plan_09674,10058,train,13349
9675,plan_09675,10059,train,1557
9676,plan_09676,10060,train,14195
9677,plan_09677,10061,train,11238
9678,plan_09678,10062,train,7735
9679,plan_09679,10063,train,11263
9680,plan_09680,10064,train,10211
9681,plan_09681,10065,train,7532
9682,plan_09682,10066,train,4283
9683,plan_09683,10067,train,7667
9684,plan_09684,10068,train,234
9685,plan_09685,10069,train,13320
9686,plan_09686,10070,train,12675
9687,plan_09687,10071,test,1673
9688,plan_09688,10072,train,13991
9689,plan_09689,10073,train,4452
9690,plan_09690,10074,test,2230
9691,plan_09691,10075,test,987
9692,plan_09692,10076,test,511
9693,plan_09693,10077,test,688
9694,plan_09694,10078,train,8416
9695,plan_09695,10079,train,14021
9696,plan_09696,10080,train,10885
9697,plan_09697,10081,train,10380
9698,plan_09698,10082,train,5204
9699,plan_09699,10083,train,8836
9700,plan_09700,10084,train,10909
9701,plan_09701,10085,test,1560
9702,plan_09702,10086,train,7515
9703,plan_09703,10087,train,1058
9704,plan_09704,10088,test,1990
9705,plan_09705,10089,train,10409
9706,plan_09706,10090,train,11887
9707,plan_09707,10091,train,10373
9708,plan_09708,10092,train,7916
9709,plan_09709,10093,train,12086
9710,plan_09710,10094,train,1847
9711,plan_09711,10095,train,13266
9712,plan_09712,10096,train,2349
9713,plan_09713,10097,train,10708
9714,plan_09714,10098,train,6877
9715,plan_09715,10099,train,397
9716,plan_09716,10100,train,6580
9717,plan_09717,10101,test,1027
9718,plan_09718,10102,train,513
9719,plan_09719,10103,test,327
9720,plan_09720,10104,train,5276
9721,plan_09721,10105,train,12165
9722,plan_09722,10106,train,12386
9723,plan_09723,10107,train,7668
9724,plan_09724,10108,train,8127
9725,plan_09725,10109,train,4205
9726,plan_09726,10110,train,10330
9727,plan_09727,10111,train,526
9728,plan_09728,10112,train,839
9729,plan_09729,10113,train,2499
9730,plan_09730,10114,train,10180
9731,plan_09731,10115,train,3096
9732,plan_09732,10116,train,13664
9733,plan_09733,10117,train,2862
9734,plan_09734,10118,train,1729
9735,plan_09735,10119,train,1603
9736,plan_09736,10120,train,1047
9737,plan_09737,10121,train,13565
9738,plan_09738,10122,train,4011
9739,plan_09739,10123,train,9429
9740,plan_09740,10124,train,9802
9741,plan_09741,10125,train,8668
9742,plan_09742,10126,train,12419
9743,plan_09743,10127,train,13946
9744,plan_09744,10128,train,6311
9745,plan_09745,10129,train,8735
9746,plan_09746,10130,train,12516
9747,plan_09747,10131,train,5332
9748,plan_09748,10132,train,8044
9749,plan_09749,10133,train,11990
9750,plan_09750,10134,train,11980
9751,plan_09751,10135,train,6982
9752,plan_09752,10136,train,7909
9753,plan_09753,10137,train,2071
9754,plan_09754,10138,train,4949
9755,plan_09755,10139,train,8718
9756,plan_09756,10140,train,1790
9757,plan_09757,10141,train,9080
9758,plan_09758,10142,test,1610
9759,plan_09759,10143,train,11884
9760,plan_09760,10144,train,1064
9761,plan_09761,10145,train,12626
9762,plan_09762,10146,train,14089
9763,plan_09763,10147,train,637
9764,plan_09764,10148,train,6492
9765,plan_09765,10149,train,11011
9766,plan_09766,10150,train,2488
9767,plan_09767,10151,train,13259
9768,plan_09768,10152,train,3250
9769,plan_09769,10153,train,7333
9770,plan_09770,10154,train,14261
9771,plan_09771,10155,train,203
9772,plan_09772,10156,train,1701
9773,plan_09773,10157,train,6471
9774,plan_09774,10158,test,2156
9775,plan_09775,10159,train,9569
9776,plan_09776,10160,train,13709
9777,plan_09777,10161,train,6648
9778,plan_09778,10162,train,5417
9779,plan_09779,10163,train,1736
9780,plan_09780,10164,train,12282
9781,plan_09781,10165,test,1944
9782,plan_09782,10166,train,1794
9783,plan_09783,10167,train,11969
9784,plan_09784,10168,train,8158
9785,plan_09785,10169,test,454
9786,plan_09786,10170,train,1142
9787,plan_09787,10171,train,9481
9788,plan_09788,10172,train,8524
9789,plan_09789,10173,train,3055
9790,plan_09790,10174,train,8173
9791,plan_09791,10175,train,1543
9792,plan_09792,10176,train,9842
9793,plan_09793,10177,train,13593
9794,plan_09794,10178,train,6310
9795,plan_09795,10179,train,10957
9796,plan_09796,10180,train,5302
9797,plan_09797,10181,train,3340
9798,plan_09798,10182,train,11482
9799,plan_09799,10183,train,5177
9800,plan_09800,10184,train,5513
9801,plan_09801,10185,train,14422
9802,plan_09802,10186,train,12535
9803,plan_09803,10187,train,331
9804,plan_09804,10188,train,11398
9805,plan_09805,10189,train,13716
9806,plan_09806,10190,train,1259
9807,plan_09807,10191,train,1833
9808,plan_09808,10192,train,8151
9809,plan_09809,10193,train,802
9810,plan_09810,10194,train,13196
9811,plan_09811,10195,train,5707
9812,plan_09812,10196,train,4636
9813,plan_09813,10197,test,2387
9814,plan_09814,10198,train,8047
